"title","descrip","LiuyanType","answer","detail","type"
"穿平底鞋对足部最好","高跟鞋、尖头鞋、大腿靴、系带凉鞋等可能带来的健康问题，平底鞋对足部最好。","0","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	<h2><strong>足部受力原理</strong></h2>\n人的足部像拱形桥一样呈现弓弧形，是身体稳定的保障。足弓是关节、韧带和肌肉融合成的一个整体系统，它的弯曲和弹性可以适应不平地面，起承重和减震作用。我们的脚承受了全身的体重，当足弓的生理弧度发生任何改变，都将严重影响足弓的承重功能，以及走、跑和身体姿势的维持。<br>\n <br>\n足弓外侧纵弓与地面接触面积较大，增加了人体在站立和运动时的稳定性，内侧纵弓弯曲度较大，使足部更有弹性，在运动中可以抵消一部分冲击。横弓即为足骨解剖图中的趾骨与跖骨形成的跖趾关节。在人体运动过程中，跖趾关节屈伸产生向前推进的作用力。<br>\n <br>\n人在正常行走时，每一只脚都要经过踏（脚跟落地）、滚（重心移动过渡向前，一条腿处于摆动阶段）、蹬（跖趾关节屈曲脚趾蹬离地面）的过程。足弓可使重力可以从踝关节经距骨（负担人体重量的,在踝部与小腿骨相关节的骨）向前传导、分散到跖骨小头，向后传向跟骨，缓冲地面对身体的冲击，保护脑和内脏器官免受震荡。<br>\n<br>\n足弓形态的改变会影响它的生理功能，严重时会带来健康问题。譬如，穿高跟鞋时脚掌屈起、足弓弧度减小，使得踝关节松动不稳固，而且能作侧方运动，扭伤的几率大大提升。平底鞋虽然没有这个顾虑，但仍可能有其他问题。<br>\n <br>\n<h2><strong>几类平底鞋对健康的影响</strong></h2>\n厚底松糕鞋并不像看起来那么舒适安全。又厚又硬的鞋底使跖趾关节在行走时不能正常屈伸，导致重力传导过程发生阻碍，足弓本身的稳定三角结构也消失，取而代之的是一个纯平结构，在站立或行走后可能有足部疲劳、疼痛等不适。<br>\n <br>\n过于厚重的鞋底还导致重心下移，在行走时容易失去重心，稍有不慎会扭伤摔倒。而一些厚而轻的鞋底导致人体重心偏上，会让人有头重脚轻的感觉。所以厚底鞋并不是安全的代名词，“踩高跷”也是技术活<br>\n <br>\n同样平底且鞋底硬度大的雪地靴，因为缺乏对足弓的支撑，所以足中部稳定性低，扁平的鞋底使脚弓也受到较大冲击，易导致髋关节和踝关节以及跟腱疲劳和病变。而且由于靴子内部空间相对较大，穿上后脚在鞋内会出现一定的滑动，鞋不跟脚，走路时脚趾用力，使肌腱与脚底的筋膜紧张，易导致筋膜炎和肌腱炎，使足弓劳损。<br>\n<br>\n穿超薄平底鞋（芭蕾鞋）和赤脚步行没区别。扁平的鞋底没有符合足弓生理弧度构造，人行走时着地的冲击力会从脚跟沿着腿骨直达脊椎，不仅加速足底韧带的退化、引起足跟疼痛，还会造成足踝、膝、髋关节和腰等部位的劳损。<br>\n<br>\n真正的Crocs由一种叫作“Croslite”的闭孔型泡沫材料做成。这种材质不吸水，故而易于清洗又不利细菌或真菌繁殖。但憎水特性也可能在出汗时造成不适。<br>\n <br>\n由于柔软的质地及合理的设计，Crocs能很好地分散足底压力。但如果鞋码过大，加上部分鞋款两侧有连接带子搭扣的设计，比较容易卡入扶梯槽中，引发意外。不过，Crostile的专利已经被Crocs买下，山寨洞洞鞋“山”不出这种柔软，也没有相应的优点了。<br>\n <br>\n由于足弓的生理特性，完全的平底设计并不能给足弓带来保护，相反，有足弓垫以及足跟有适当高度的鞋底能增加平底鞋的稳定性。<br>\n <br>\n<br>\n<h4><strong>参考资料：</strong></h4>\n[1] <a href=""http://www.guokr.com/article/436728/"">别让“舒适”的鞋子欺骗了你</a>， DaisyCX， 果壳网美丽也是技术活<br>\n\n	</div>\n</div>","生活窍门"
"核原料加工基地对周边环境影响很大","江门原本计划兴建的核原料加工基地对周边环境影响很大。","0","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	从技术的角度来说，这个工厂对周边环境无害。这种加工厂负责把初步加工过的铀矿石粉末（业内叫黄饼）做成燃料棒，这个原料没有经过提纯，辐射很低，可以直接用手拿。核燃料棒在被放进反应堆之前只会发生自然的衰变，放射性会比原料高一点，但只要不是天天抱着睡，用手拿一下也没事。关键是，这些在加工过程都要保证辐射屏蔽的。<br>\n<br>\n另外从管理的角度来说，一般的化工厂对环境的污染是慢性的，容易成为监管漏洞，而核工业一旦出事后果就很严重，所以国家对核工业管理非常严格。<br>\n<br>\n<h4><strong>参考资料</strong></h4>\n[1]<a href=""http://www.guokr.com/question/484221/"">铀加工工业园对周边城市有影响吗？ </a>玛雅蓝，果壳网果壳问答\n	</div>\n</div>","自然环境"
"海星都是五角的","海星都是像五角星一样，只有五角的。","0","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	海星不全是5个角的，有些海星有10个或更多。但一般都是5的倍数，有时候会因为受伤少几个。海星所属的棘皮动物门有五辐对称性。海星的祖先是左右对称的。海星小时候也是两边对称，成长期间左边增大而右边缩小，然后这一边长成五辐对称。<br>\n<br>\n一般动物进化的趋势是从中心对称到左右对称，很多较为固定的海生生物都演化出了辐射对称，这也是对固定的海洋生活的适应。顺便一提，海星的再生能力很强，就算是一条海星腕也可以长成一整只海星。<br>\n<br>\n<br>\n参考资料：<br>\n[1]<a href=""http://www.guokr.com/question/455476/"">为什么海星都是五个角的</a>，小猫鹰，果壳网问答\n	</div>\n</div>","科学技术"
"84消毒药和洁厕灵不能混一起用","84消毒药和洁厕灵混合在一起会释放出有毒气体，非常危险，千万不可混合使用。","2","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	84消毒液是次氯酸盐的溶液，洁厕液多是稀盐酸，混合以后发生复分解反应，强酸制弱酸，生成次氯酸。次氯酸和盐酸反应生成氯气和水。<br>\n<br>\n从以前用过的印象来说，依稀记得成分表里没有标浓度，能产生多少氯气不好说。不过少量氯气就很刺激，很呛人的，吸入以后咽部会很难受。因此大家不要混合使用。<br>\n<br>\n<h4><strong>参考资料：</strong></h4>\n[1] <a href=""http://www.guokr.com/question/113070/"">84消毒药和洁厕灵为什么不能混一起用？</a>秋秋，果壳网谣言粉碎机\n	</div>\n</div>","生活窍门"
"核电站里的冷却水有辐射","核电站里的冷却水有辐射。","0","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	除非核电站结构破损，否则核电站冷却水不带会带有放射性，不会有放射方面的危害。不过由于冷却水温较高，可能会对当地小气候带来一定的影响（至于是好的影响还是坏的影响需要具体问题具体分析）。<br>\n<br>\n<img src=""http://www.kepu.net.cn/gb/technology/nuclear/station/253b.jpg"" style=""max-width: 480px""><br>\n<br>\n<img src=""http://www.chinabaike.com/uploads/allimg/110317/0354496144-0.jpg"" style=""max-width: 480px""><br>\n<br>\n可见，不论压水堆（上）还是沸水堆（下），冷却水都不会和经过堆心的传热介质直接接触，因此不会带有放射性。不过，就安全性来说，压水堆更高（因为多了一个回路）。<br>\n<br>\n<h4><strong>参考资料</strong></h4>\n[1]<a href=""http://www.guokr.com/question/493353/"">核电站里的冷却水是否有害？ </a>fengfeixue0219，果壳网果壳问答\n	</div>\n</div>","自然环境"
"鱼是不会后退的","生活在水里的鱼只会前进，是不会后退的。","0","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	鱼要后退时用胸鳍反向煽动就可以了。鱼的运动方式除了和鲤鱼一类的主要通过摆动整个身体来向前游动的鱼之外，还有一类鱼是通过快速摆动胸鳍和尾鳍，达到精确控制水中姿态的，比如海马，箱鲀，刺鲀一类的。前者要后退会比较麻烦一点。如果把前者比成乌鸦老鹰一类的鸟，这些鱼就是蜂鸟，可以快速通过调整胸鳍尾鳍的运动方向速度来调整游动的方向，前进后退，甚至可以侧面移动。<br>\n<br>\n<br>\n<h4><strong>参考资料：</strong></h4>\n[1]<a href=""http://www.guokr.com/question/458079/"">鱼在水里能后退么</a>，水鸪鸪，果壳网问答\n	</div>\n</div>","科学技术"
"掉头发是肾不好的表现","如果你发现近期经常掉头发，说明肾脏可能有些问题。","1","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	据调查，有1/4男性都会在中年以后变成“秃头”，而只有6%的女性受到类似的困扰，为此果壳编辑采访了首都医科大学北京朝阳医院皮肤科主治医师曹梅,了解了脱发为何更容易发生在男性的原因。<br>\n<h2></h2>\n<h2><strong>男性脱发，要怪遗传</strong></h2>\n尽管“秃头”总让人感到有损男子气，但其实引起脱发的恰恰是雄性激素。最常见的脱发叫做“雄激素性脱发”，这个名字听起来有点陌生，其实就是过去所说的“脂溢性脱发”、“男性脱发”、也就是“早秃”。过去大家对脱发的原因不太了解，曾错误地认为是头发出油导致。实际上毛囊和皮脂腺都对雄激素敏感——皮脂腺在雄激素作用下会变得肥大，产生更多的油；而毛囊会在雄激素影响下变小，生出的头发变细变短，还没长到足够长就会掉，这才是脱发的原因。<br>\n<br>\n雄激素性脱发与基因遗传有关已是定论，引起男性脱发最主要的原因就是遗传因素，加上DHT(dihydrotestosterone，双氢睾酮)的作用。青春期以后，睾酮会随着血液循环到达毛囊中的毛球细胞，通过细胞膜进入细胞质，而细胞质中的5α-还原酶会和睾酮反应生成DHT，进入细胞核，对细胞的代谢系统产生作用，导致毛发生长期缩短、提前进入休止期。<br>\n<br>\n而带有“脱发”基因的人，头部某些部位毛囊细胞上的DHT受体活性过高，也就极易与DHT结合，受其影响。 前额、头顶及后头枕部上方毛囊中的细胞对DHT更敏感，所以这些部位最容易脱发。<br>\n<h2></h2>\n<h2><strong>女性掉发，压力太大</strong></h2>\n由于女性本身雄激素含量低，且体内的雌激素有对抗雄激素的作用，所以雄激素性脱发很少发生。 女性最常见的脱发是斑秃，也是我们常说的“鬼剃头”，不知不觉就发现一个小范围内的头发都掉完了。斑秃也不止女性才会有，男性、甚至儿童也会发生。<br>\n<br>\n曹梅告诉果壳网， “鬼剃头”原因比较复杂，但大多数是跟精神因素有关，特别是一些突发变故引起的紧张焦虑，比如婚姻出现危机、亲友发生危险、情绪极度压抑等。还有些自身免疫性疾病和内分泌疾病也可以伴发斑秃。<br>\n<br>\n2003年, 英国媒体曾在维多利亚看曼联队的比赛时，拍到其头发稀疏的照片，且秃发部位清晰可见。据说，在他们的儿子险遭绑架后的一星期，维多利亚突然发现头上一小块几乎没了头发，后来这个部位还愈来愈稀疏。英国一位发质专家也表示，这是因她受到极大精神压力而造成的。<br>\n<h2></h2>\n<h2><strong>治疗：药物有效，但有副作用</strong></h2>\n<img src=""https://1-im.guokr.com/gkimage/a0/8o/ut/a08out.png"" style=""max-width: 480px""><br>\n<br>\n<blockquote>脱发的Norwoode／Hamilton(1975年)分型，分为7级12型，有顶部模式、典型模式、前部模式。</blockquote>\n<br>\n曹梅还强调说，对于雄激素性脱发，目前医学界只发现了两种有效药物，一种是口服药非那雄胺 ，它是5α-还原酶的特异性抑制剂，对该酶的抑制能阻碍睾酮向DHT转化，所以能促进头发生长并防止继续脱发。<br>\n<br>\n但非那雄胺有不少副作用，包括男性女性化、性功能障碍、阴囊疼痛等，而且它对严重脱发效果并不明显。<br>\n<br>\n另一种是外用药安体舒通，能竞争性地阻碍DHT附着在毛囊受体，因此也能阻止DHT对毛囊的作用，但也只适用于轻度脱发。<br>\n<br>\n所以说，遗传性“秃头”依然是令人头疼的问题，否则也不会连英国皇室都拿它没辙。好在欧洲男性普遍拥有这种基因，所以即使威廉王子大婚时不戴假发，也照样全球直播。<br>\n<h2></h2>\n<h2><strong>正常掉发，无需担心</strong></h2>\n一个人每天正常地掉发量在30-100根，有研究发现女性在7月和11月掉发最严重，这种季节性脱发，就像宠物掉毛一样，无需担心，只要换季，大量掉发的现象就会消失。一些消耗性疾病，比如发高烧，工作紧张，熬夜加班都可能引起短期内的脱发，但是这些诱因去除以后，完全可以自行恢复。<br>\n<br>\n如果大量掉发连续两个月以上，就有可能是其他疾病引起，比如肾病综合征、甲状腺功能低下、肾上腺肿瘤等，这就需要治疗原发疾病。化疗药物引起的脱发，在停止化疗后三个月到半年内也会重新长出。<br>\n<br>\n吸烟和饮酒虽然不是引起脱发的原因，但也会对头发生长产生不良影响；电脑辐射是否会加重脱发没有得到科学证明，但不健康的生活方式肯定会影响头发的生长，而有规律的生活、营养均衡的饮食则会让头发受益良多。<br>\n<br>\n<br>\n<h4><strong>参考资料：</strong></h4>\n[1]<a href=""http://www.guokr.com/article/49791/"">脱发，男女大不同</a>，神丙，果壳网健康朝九晚五<br>\n<br>\n<br>\n<br>\n<br>\n\n	</div>\n</div>","科学技术"
"人耳有傅里叶变换功能","人耳有傅里叶变换功能，因此才能听到不同频率的声音。","0","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	傅里叶变换是一种算法，可以将已经数字化的波中不同频率的波分离出来，计算方法是用各种不同频率的正弦、余弦波和待分离的波相乘并计算积分。<br>\n<br>\n人听觉系统也有分离声波的能力（将高频音和低频音混合，人耳能听出两种声音），但原理不同，人耳中有一组震动频率不同的纤毛，在声音作用下震动可形成神经信号，不同频率的纤毛只和相同频率的声音共振，所以人听觉系统分离声音是利用共振，原理上更像是收音机能接收指定频率的波。如果你有很多台收音机，就能同时收听很多个频道了。<br>\n<br>\n<br>\n参考资料：<br>\n[1]<a href=""http://www.guokr.com/question/460250/"">人耳是不是有傅里叶变换功能</a>，傅里叶变黄油猫，果壳网问答\n	</div>\n</div>","科学技术"
"蛇怕雄黄","野外遇见蛇可以用雄黄粉来驱赶。","0","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	<br>\n<iframe height=""400"" src=""http://player.youku.com/embed/XNDIwNzExNjcy"" allowfullscreen=""true"" frameborder=""0"" width=""480""></iframe><br>\n实验：雄黄驱蛇 到底靠不靠谱<br>\n<br>\n从实验的结果来看，无论是雄黄酒还是雄黄粉，都不能完全地对蛇造成直接伤害。但雄黄酒、雄黄粉确实对蛇有一定的驱赶作用，蛇遭遇这两样东西时，在有其他选择的情况下，它们会选择避开。<br>\n<br>\n此前，中央电视台等多家媒体对蛇怕雄黄一事做过实验，曾有媒体将涂满雄黄粉的白老鼠放在蛇面前，最终也是被蛇吃掉，但蛇并没有因此而死去。这说明，雄黄对于蛇来说，并没有完全的防御作用。<br>\n<br>\n雄黄和雄黄酒之所以有“驱蛇”的作用，是因为这两种东西对蛇有刺激作用，其中雄黄酒的效果要好于雄黄，因为酒精有挥发性。但是其他具有刺激性的东西都可以驱赶蛇，比如点燃的艾草等，烟雾和气味会使蛇避开。<br>\n<br>\n<h4><strong>参考资料</strong></h4>\n[1]<a href=""http://v.youku.com/v_show/id_XNDIwNzExNjcy.html"">http://v.youku.com/v_show/id_XNDIwNzExNjcy.html</a><br>\n[2]<a href=""http://www.wzrb.com.cn/article388710show.html"">http://www.wzrb.com.cn/article388710show.html</a><br>\n<br>\n\n	</div>\n</div>","科学技术"
"感冒药当安眠药吃会中毒昏迷","感冒药中含麻黄碱，若过量，会表现为交感神经过度兴奋，心律过快，甚至心率失常。对乙酰氨基酚成分过量，会损害肝肾功能甚至危及生命。小剂量的毒物也是药物，过量的药物也是毒物，任何药物都是这个道理。","2","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	麻黄碱（在感冒药中多为盐酸盐或者硫酸盐的形式）和对乙酰氨基酚（扑热息痛）是感冒药中的常见成分，前者具有减缓组织充血、水肿和由感冒或过敏引起的鼻塞等症状的作用，后者具有退热、止痛的作用。感冒药中的扑热息痛会导致嗜睡。<br>\n<br>\n<strong>过量服用</strong>麻黄碱的不良反应包括中枢神经系统的刺激，失眠，精神紧张，兴奋，头晕和焦虑。不常见的不良反应有心跳过速、心悸。一些罕见的病例有瞳孔散大、幻觉、心律失常、高血压、癫痫发作、缺血性结肠炎；也有严重的皮肤反应：复发性伪猩红热、全身接触性皮炎、非着色固定药疹[1]。<br>\n<br>\n而对<strong>过量服用</strong>乙酰氨基酚的不良反应包括恶心、呕吐、腹泻、胃痛、胃痉挛、缺乏食欲、黄疸、便血、尿血、尿混浊、等，酒精中毒患者服用扑热息痛可能有肝中毒和肝功能衰竭风险，严重时可致命。对肾脏的毒性作用比较少见，包括急性肾衰竭、急性管肾小管坏死和间质性肾炎[2]。<br>\n<br>\n另外，由于对乙酰氨基酚经常包含在其它复方制剂药品中，因此计算所有药品中对乙酰氨基酚剂量总和是否过多非常重要。另外在购买药物时要注意，对乙酰氨基酚可能会包含在不同止痛药和抗感冒、流感药配方中，来加强止痛效果。为了防止过量，应当仔细阅读药品说明书，查找配方是否含有对乙酰氨基酚，并咨询药剂师防止过量服用。[3]<br>\n<br>\n<h4><strong>参考资料</strong></h4>\n[1]<a href=""http://www.drugs.com/sfx/ephedrine-side-effects.html"">http://www.drugs.com/sfx/ephedrine-side-effects.html</a><br>\n[2]<a href=""http://www.drugs.com/sfx/paracetamol-side-effects.html"">http://www.drugs.com/sfx/paracetamol-side-effects.html</a><br>\n[3]<a href=""http://zh.wikipedia.org/wiki/%E5%AF%B9%E4%B9%99%E9%85%B0%E6%B0%A8%E5%9F%BA%E9%85%9A"">http://zh.wikipedia.org/wiki/%E5%AF%B9%E4%B9%99%E9%85%B0%E6%B0%A8%E5%9F%BA%E9%85%9A</a><br>\n\n	</div>\n</div>","科学技术"
"安全带系法不当会导致死亡","安全带系法不当会导致死亡。","2","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	现在我们汽车上常用的安全带是三点式安全带，是1958年由瑞典沃尔沃汽车工程师Nils Bohlin发明的。三点式安全带是汽车上非常重要的被动式安全装置，其作用原理是侦测织带被拉出来的加速度以锁定织带。假如织带被拉出来的加速度过高，转轴的转速太快使得加速度侦测器感受到的离心力大于弹簧对卡榫的拉力，此时卡榫被甩出，使得转轴被卡死而织带无法继续被抽出。反之，只要将织带放松，卡榫会被弹簧拉回，转轴也会被释放，安全带便放松了。[1]<br>\n<br>\n这种三点式安全带在佩戴时需注意以下几点：安全带安全带的横带应横过你的上大腿，而非腹部，用以固定你的臀部；斜带应横过你的肩膊中间，紧贴你的胸部至锁骨位置；带扣应垂于身旁而非身上；必要时，可调节安全带长度；确保安全带没有其他物件缠着或压着，并且没有扭曲，然后才扣紧。如有需要，可把安全带适当地尽量收紧。[2]<br>\n<img src=""https://3-im.guokr.com/iAOo1nQYCGTCnzFBjelrB2yFH6bs5jAbNFvKPTE14QtLAQAA4QAAAEpQ.jpg"" style=""max-width: 480px"" data-orig-width=""331"" data-orig-height=""225"" data-hashkey=""iAOo1nQYCGTCnzFBjelrB2yFH6bs5jAbNFvKPTE14QtLAQAA4QAAAEpQ""><br>\n正确的安全带佩戴方法<br>\n<br>\n几种错误的安全带佩戴方法<br>\n<img src=""https://2-im.guokr.com/bEzClWGhqM2BR7A7Dvt003zfOabIv2lFZwCIih2T5JpYAgAAbQIAAEdJ.gif?imageView2/1/w/480/h/496"" style=""max-width: 480px"" data-orig-width=""600"" data-orig-height=""621"" data-hashkey=""bEzClWGhqM2BR7A7Dvt003zfOabIv2lFZwCIih2T5JpYAgAAbQIAAEdJ""><br>\n正确佩戴安全带能在车辆发生碰撞时给予乘客一定的保护，但是错误的佩戴反而会造成额外的损伤。安全带斜带位置过高可能造成颈动脉、咽喉损伤或者枢椎椎弓骨折；位置过低可能造成胸骨、肋骨、腰椎骨折。横带勒在腹部则可能造成空强脏器损伤和腹壁破裂。[3]<br>\n<img src=""https://2-im.guokr.com/i_ZrUBRPbcECbf0Wsu-8RoylDnXVcwB7m-TOEtzg8ix3AgAA-wEAAFBO.png?imageView2/1/w/480/h/385"" style=""max-width: 480px"" data-orig-width=""631"" data-orig-height=""507"" data-hashkey=""i_ZrUBRPbcECbf0Wsu-8RoylDnXVcwB7m-TOEtzg8ix3AgAA-wEAAFBO""><br>\n错误佩戴安全带造成的腹部、胸部、颈部损伤<br>\n<br>\n<h4><strong>参考资料</strong></h4>\n[1]<a href=""http://zh.wikipedia.org/wiki/%E5%BA%A7%E4%BD%8D%E5%AE%89%E5%85%A8%E5%B8%B6"">http://zh.wikipedia.org/wiki/%E5%BA%A7%E4%BD%8D%E5%AE%89%E5%85%A8%E5%B8%B6</a><br>\n[2]<a href=""http://www.td.gov.hk/sc/road_safety/road_users_code/index/chapter_5_for_all_drivers/seat_belts_/index_t.html"">http://www.td.gov.hk/sc/road_safety/road_users_code/index/chapter_5_for_all_drivers/seat_belts_/index_t.html</a><br>\n[3]<a href=""http://pubs.rsna.org/doi/pdf/10.1148/radiographics.11.1.1996397"">http://pubs.rsna.org/doi/pdf/10.1148/radiographics.11.1.1996397</a><br>\n\n	</div>\n</div>","科学技术"
"刷牙时牙膏越多越好","刷牙时牙膏越多越能清洁牙齿。","0","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	<h2><strong>牙膏用量因人而异</strong></h2>\n每次刷牙的牙膏用量确实难以确定，是因人而异的。每个人的口腔容量都不同，如果一定要定一个标准，那么应该是氟化物的浓度；可是我们没什么必要每次刷牙都去测一下。有人建议，挤牙膏的膏状体在一厘米左右就可以了；另外，刷牙时不要沾太多水，以免稀释氟化物浓度。如果你每次刷牙都要掉一块出来，可能是你的习惯问题，可以下意识地控制一下。以上所说是对成人而言的，儿童用牙膏应该是豌豆大小即可。<br>\n <br>\n<h2><strong>正常使用含氟牙膏不会影响健康</strong></h2>\n含氟牙膏的氟含量是一定的，在研制时已经考虑到每次使用量、吞咽量等，因此，只要你吞咽功能正常，且每次用量不至于太多，是不会导致氟摄入量过多的。如果体内摄入氟过多，那肯定是有问题，比如氟骨症等，然而经常使用含氟牙膏并不一定会导致氟摄入量过多。儿童，尤其是吞咽功能为发育好的，用含氟牙膏就要更注意一些，建议用儿童牙膏（含氟量更低），且每次只用豌豆大小。<br>\n<br>\n<br>\n<h4><strong>参考资料：</strong></h4>\n[1]<a href=""http://www.guokr.com/question/343415/"">刷牙时，牙膏越多越好</a>，全春天，果壳网问答\n	</div>\n</div>","生活窍门"
"羽绒服用洗衣机脱水会引爆洗衣机","羽绒衣物一般很轻，遇水后会变重，但脱水后失去水分会慢慢变轻，加上脱水时的高速运转，衣服渐渐向上浮，会勾到上面的压板盖。这样，不仅可能钩破衣服，机器本身也会遭到损坏。","1","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	这里指的脱水机应该是直立式的专门脱水的脱水甩干机. (估计现在没人用了吧?) 这个一般采用塑料材质的, 所以脱水时,重量不平衡的话的确有可能产生问题. 不过一般都有保护机制的， 当转动不平衡的时候就会自动停止了。<br>\n<br>\n<br>\n<h4><strong>参考资料：</strong></h4>\n[1]羽绒服用洗衣机脱水会引爆洗衣机吗？nasdaq，果壳网问答<br>\n\n	</div>\n</div>","生活窍门"
"微信的通讯稳定性比电话和短信更强","地震抢险人员告诉记者：＂我们也不知道为什么。地震后电话打不通，短信也经常发不出去。大家都往单位跑，突然发现微信居然还能用。后来我和周围抢险的同事都是用微信联系的。＂","0","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	在传统的2G和3G网络中，实时的语音信号是circuit switched(CS)传输的，数据信号是packet switched(PS) 的，可以通过gprs或者3g实现。电话是CS；短信可以是CS或者PS，但很多运营商都是走CS；微信是PS传输的。<br>\n <br>\n在地震发生后，人们的第一个想到的联系方式还是打电话，然后才是短信和微信。所以电话业务的数量在短时期内会激增，超过通信系统的容量。造成电话线路全忙，无法拨通的情况。<br>\n<br>\n在目前的基站配置上，基本不会存在只有CS或者只有PS业务的基站，一旦基站处于工作状态，就会同时提供CS和PS的业务。相对于业务量暴涨的CS业务，PS业务的增量没有那么高，甚至还可能是下降的。如果通信系统的瓶颈没有出现在基站的无线资源上而是出现在电话短信所使用的CS侧的核心网的话，就会出现CS业务阻塞而PS业务畅通的情况。<br>\n<br>\n<br>\n<h4><strong>参考资料：</strong></h4>\n[1]<a href=""http://www.guokr.com/question/459305/"">微信的通讯稳定性比电话和短信更强吗？微信成抢险主流联络工具</a>，macrossjoywelt，果壳网问答\n	</div>\n</div>","科学技术"
"化妆品需要一个专用冰箱放置","化妆品最好存放在低温的环境，有益于保持其功效稳定不变质，但是要和食物区别开，所以需要一个专门的冰箱来放置化妆品。","0","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	冷藏（4度）条件，对化妆品的保质肯定是有好处的，但是拿进拿出反复的冷热变化，又变成了不利因素。<br>\n<br>\n综合考虑，如果您打算一段时间之后再使用的产品（比如季节性产品），可以冷藏，而日常使用的产品，就避光避免过热就可以了。<br>\n<br>\n<br>\n<h4><strong>参考资料：</strong></h4>\n[1]<a href=""http://www.guokr.com/question/133452/"">真的有必要给化妆品单独买一个小冰箱吗？</a>画皮，果壳网问答\n	</div>\n</div>","生活窍门"
"一定要放油或者油炸才能煮出白色的鱼汤","一定要放油或者油炸才能煮出白色的鱼汤","1","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	<h2><strong>鱼汤会变白的原理</strong></h2>\n鱼肉在加热过程中常常伴随着一些物质的溶出，通常，溶出的部分包括肉品中的自由水分外，还包括从肌纤维细胞中溶出的少量脂肪、肌浆蛋白、弹性蛋白等肌浆汁液以及由热溶性胶原蛋白形成的“明胶”溶出物。<br>\n<br>\n汤汁产生乳白色的原因就是因为在熬或煮制过程中， 肉所含的脂肪外溢，肌肉组织里的一些水溶性蛋白质和骨骼中的卵磷脂溶出，肉皮中的胶原蛋白水解成了明胶分子，同时，因为加热，汤汁会在锅内不断沸腾，沸腾会使脂肪组织被粉碎成了细小的微粒，而卵磷脂、明胶分子和一些具有乳化性能的蛋白质则担当起了乳化剂的重任，将微小的细粒稳定而均匀地分散在水里，进而形成了水包油的乳化液，这样就使得汤汁浓白如乳。<br>\n<br>\n说简单点，乳白色主要是汤中的脂肪被乳化剂或可溶性蛋白质包裹，发生乳化作用悬浮在水中，散射后造成的光学效果。<br>\n<br>\n这里面影响乳白色的一个重要因素就是蛋白质和脂肪的浓度，特别是脂肪，通常脂肪含量越丰富，汤汁越容易熬煮成乳白色。传统做鱼肉白汤会过油，就是这个原因。<br>\n<br>\n<br>\n<h2><strong>白汤不一定都要过油</strong></h2>\n为什么不一定要加油或者油炸呢？因为鱼肉本身是含有脂肪的。根据鱼所含脂肪含量的差异，国际上通常将鱼肉分成三类：多脂鱼、中脂鱼和低脂鱼。我在实验中用到过两种鱼：多脂鱼和中脂鱼。实验中发现，不加油水煮的时候会有白色汤，尤其是多脂鱼，而中脂鱼的汤就不会那么白。鱼肉产生白汤与脂肪含量有关系。通常，脂肪多一些，汤颜色会更白。有些鱼本身脂肪含量就比较高，它不加油也可以产生白汤。有些鱼脂肪含量很低，就比较难。加油的话会更容易产生白汤，而且白汤的效果会更好，也更香，所以，大家经常都会加油过一下。<br>\n<br>\n<h4><strong>参考资料</strong></h4>\n[1]<a href=""http://www.guokr.com/question/150543/"">为什么鱼汤呈乳白色 ？（非油炸鱼） </a>阮光锋，果壳网果壳问答\n	</div>\n</div>","生活窍门"
